antecedents,consequents,support,confidence,lift
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Microwave Oven - Home Appliances', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Self-Help Book - Books', 'Football - Sports'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
frozenset({'Self-Help Book - Books'}),"frozenset({'Car Vacuum - Automotive', 'Football - Sports'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Football - Sports'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Football - Sports'}),"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,0.5,30.5
"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",frozenset({'Car Vacuum - Automotive'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",frozenset({'Self-Help Book - Books'}),0.01639344262295082,1.0,6.777777777777778
frozenset({'Self-Help Book - Books'}),"frozenset({'Microwave Oven - Home Appliances', 'Car Vacuum - Automotive'})",0.01639344262295082,0.11111111111111112,6.777777777777778
frozenset({'Microwave Oven - Home Appliances'}),"frozenset({'Self-Help Book - Books', 'Car Vacuum - Automotive'})",0.01639344262295082,0.25,15.25
frozenset({'Car Vacuum - Automotive'}),"frozenset({'Self-Help Book - Books', 'Microwave Oven - Home Appliances'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Cookbook - Books', 'Dishwasher - Home Appliances'})",frozenset({'Puzzle Game - Toys'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Cookbook - Books', 'Puzzle Game - Toys'})",frozenset({'Dishwasher - Home Appliances'}),0.01639344262295082,1.0,20.333333333333332
"frozenset({'Dishwasher - Home Appliances', 'Puzzle Game - Toys'})",frozenset({'Cookbook - Books'}),0.01639344262295082,1.0,12.200000000000001
frozenset({'Cookbook - Books'}),"frozenset({'Dishwasher - Home Appliances', 'Puzzle Game - Toys'})",0.01639344262295082,0.20000000000000004,12.200000000000001
frozenset({'Dishwasher - Home Appliances'}),"frozenset({'Cookbook - Books', 'Puzzle Game - Toys'})",0.01639344262295082,0.33333333333333337,20.333333333333336
frozenset({'Puzzle Game - Toys'}),"frozenset({'Cookbook - Books', 'Dishwasher - Home Appliances'})",0.01639344262295082,0.33333333333333337,20.333333333333336
"frozenset({'Cookbook - Books', 'Microwave Oven - Home Appliances'})",frozenset({'Football - Sports'}),0.01639344262295082,1.0,30.5
"frozenset({'Cookbook - Books', 'Football - Sports'})",frozenset({'Microwave Oven - Home Appliances'}),0.01639344262295082,1.0,15.25
